title,photo_url,res1,res2,res3,res4,mos1,mos2,mos3,mos4,final_mos
  the flag of the republic of samoa is shown on a square button,https://storage.yandexcloud.net/svg-images-first-pack/goodassvg.png,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodclockmichaelbreuer01svg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,4.625
  pixel art girl with sunglasses,https://storage.yandexcloud.net/svg-images-first-pack/goodBeagleBrosFemale2svg.png,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.75
  two white flowers are on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1304879348svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  alien clipart clipart alien clipart clipart clipart clipart clipart clipart clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodalienpeterm01svg.png,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.75
  a cartoon zombie with a speech bubble,https://storage.yandexcloud.net/svg-images-first-pack/good1395698309svg.png,5.0,3.0,4.0,5.0,5.0,4.0,4.5,5.0,4.625
  a purple and yellow bug with a yellow head,https://storage.yandexcloud.net/svg-images-first-pack/good1471225792svg.png,1.0,3.0,2.0,1.0,1.0,2.0,1.5,1.0,1.375
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1471574568svg.png,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
  a cow with a black and white outline,https://storage.yandexcloud.net/svg-images-first-pack/goodCowbyRonessvg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  leaf peeping - fall,https://storage.yandexcloud.net/svg-images-first-pack/good1576588484leafpeepingsvg.png,5.0,5.0,5.0,5.0,5.0,3.5,4.0,4.0,4.125
  a cartoon of a house with two windows and a door,https://storage.yandexcloud.net/svg-images-first-pack/good1940Buildingv2svg.png,5.0,5.0,5.0,5.0,3.0,3.5,3.0,3.5,3.25
  two rabbits are holding an umbrella over their heads,https://storage.yandexcloud.net/svg-images-first-pack/good1545510268svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  shoe icon with a blue shoe,https://storage.yandexcloud.net/svg-images-first-pack/good1517505968svg.png,2.0,2.0,3.0,3.0,3.5,2.5,3.5,4.0,3.375
  an illustration of a human eye,https://storage.yandexcloud.net/svg-images-first-pack/goodAngeloGemmieyesvg.png,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.75
  an insect with large eyes and long legs,https://storage.yandexcloud.net/svg-images-first-pack/good1276719064svg.png,3.0,3.0,4.0,4.0,3.5,3.5,3.5,4.5,3.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1536015617svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a green cup with a handle on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbiswajyotimCupsvg.png,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.25
  choose floss i'll help,https://storage.yandexcloud.net/svg-images-first-pack/good1313002336svg.png,3.0,5.0,4.0,4.0,3.0,4.5,2.5,2.5,3.125
  the emblem of the catholic church,https://storage.yandexcloud.net/svg-images-first-pack/good9dejuliosvg.png,2.0,5.0,3.0,4.0,2.5,4.0,3.0,3.5,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good2018Circlessvg.png,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5
  a white dress with a black bow on it,https://storage.yandexcloud.net/svg-images-first-pack/goodballetdressinprogresssvg.png,1.0,1.0,2.0,1.0,3.0,3.0,3.5,3.0,3.125
  a blue paw print on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1471492571svg.png,1.0,1.0,2.0,2.0,2.5,2.5,3.0,3.0,2.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcivilwargeneralsvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  merry christmas by christmas tree,https://storage.yandexcloud.net/svg-images-first-pack/goodchristmascardgoldsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a gun is shown in a black and white drawing,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymous9mmpistolsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a brown and black object with holes in it,https://storage.yandexcloud.net/svg-images-first-pack/goodClariphonesvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a set of four buttons with different colors,https://storage.yandexcloud.net/svg-images-first-pack/good1301312414svg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a black and white checkered flag on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodcheckeredflagsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAsThyselfsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter205svg.png,1.0,1.0,2.0,2.0,3.0,3.0,3.5,3.5,3.25
  a cartoon woman in purple shirt,https://storage.yandexcloud.net/svg-images-first-pack/good1575736465shirtladyfacesvg.png,3.0,2.0,1.0,1.0,3.5,2.5,2.0,2.0,2.5
"  a starburst pattern in red, white and blue",https://storage.yandexcloud.net/svg-images-first-pack/good1309836830svg.png,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0
  a cartoon boy with colorful hair and a green shirt,https://storage.yandexcloud.net/svg-images-first-pack/good550330svg.png,5.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,3.5
  a brown teddy bear is sitting on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1464255207svg.png,5.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCclCLAABattleship2016011940svg.png,1.0,1.0,1.0,1.0,3.0,2.0,1.5,2.5,2.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1448841781svg.png,1.0,1.0,1.0,1.0,3.0,1.5,2.0,2.5,2.25
  an orange egg with a broken shell,https://storage.yandexcloud.net/svg-images-first-pack/goodcrackedEastereggsvg.png,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,4.625
  a cartoon mushroom on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymouschampignonsvg.png,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
  a red star with a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1277657138svg.png,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5
  a euro banknote with the number ten on it,https://storage.yandexcloud.net/svg-images-first-pack/good1544120437svg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a brown box with a yellow sticker on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBenBoisFrenchparcelpostsvg.png,5.0,5.0,5.0,5.0,4.5,4.5,5.0,4.5,4.625
  the flag of burundi is shown in a square button,https://storage.yandexcloud.net/svg-images-first-pack/goodbisvg.png,4.0,5.0,4.0,4.0,4.5,4.5,3.5,3.5,4.0
  a slice of cake on a plate,https://storage.yandexcloud.net/svg-images-first-pack/goodchoclatecakesvg.png,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.75
  a cartoon worm with a fork and knife,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymouscaterpillarsvg.png,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.25
  the celtic knot logo,https://storage.yandexcloud.net/svg-images-first-pack/goodcelticanimalornamentsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a tablet with a black screen and a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1526402584svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCrayoniconsvg.png,4.0,4.0,4.0,4.0,2.5,2.5,2.5,2.5,2.5
  a brown and blue pattern with flowers and leaves,https://storage.yandexcloud.net/svg-images-first-pack/good1476055379svg.png,2.0,2.0,1.0,1.0,2.5,2.5,2.0,2.0,2.25
  a cartoon of two children and a dog on a toy train,https://storage.yandexcloud.net/svg-images-first-pack/good1431329184svg.png,2.0,1.0,1.0,1.0,3.5,3.0,3.0,3.0,3.125
  the logo for all music,https://storage.yandexcloud.net/svg-images-first-pack/goodallMozartsvg.png,2.0,1.0,1.0,1.0,2.5,1.5,1.5,2.0,1.875
  a cartoon boy is jumping up an arrow,https://storage.yandexcloud.net/svg-images-first-pack/good1536997151svg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a clock icon with a purple and green background,https://storage.yandexcloud.net/svg-images-first-pack/good1457632612svg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a buddha statue in a rainbow colored flower,https://storage.yandexcloud.net/svg-images-first-pack/good1535499046svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1316998335svg.png,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good11072016svg.png,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1530156182svg.png,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.75
  a computer monitor with a white screen on it,https://storage.yandexcloud.net/svg-images-first-pack/good1428616740svg.png,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodbighappymansvg.png,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.25
  a cartoon sword and pencil with a red cross,https://storage.yandexcloud.net/svg-images-first-pack/goodcrayonepeesvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  fish bowl clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1289944923svg.png,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCornerDecorationExpanded9svg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a baseball bat and helmet are shown on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1312286059svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a colorful puzzle with squares and squares,https://storage.yandexcloud.net/svg-images-first-pack/good1526560865svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  halte peace sign,https://storage.yandexcloud.net/svg-images-first-pack/goodB5csvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  the logo for the 2012 tucson solar eclipse,https://storage.yandexcloud.net/svg-images-first-pack/goodBigstone1svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  color wheel diagram with primary colors and complementary colors,https://storage.yandexcloud.net/svg-images-first-pack/goodcolorwheelenglishsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcryingeyesvg.png,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0
  neon sign of the number 8 on black background,https://storage.yandexcloud.net/svg-images-first-pack/good1286137938svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a green flower with butterflies flying around it,https://storage.yandexcloud.net/svg-images-first-pack/goodborboletassvg.png,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonHead77svg.png,2.0,2.0,2.0,2.0,3.5,1.5,1.5,1.5,2.0
  baby icons vector | price 1 credit usd $1,https://storage.yandexcloud.net/svg-images-first-pack/goodBabyElementssvg.png,4.0,3.0,3.0,3.0,4.5,4.0,4.0,4.0,4.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodclipart0026svg.png,2.0,2.0,2.0,2.0,3.0,2.5,3.0,2.5,2.75
  the coat of arms of the city of lisbon,https://storage.yandexcloud.net/svg-images-first-pack/goodcracowsvg.png,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0
  a military gun on a trailer with wheels,https://storage.yandexcloud.net/svg-images-first-pack/goodBoforssvg.png,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1532351116svg.png,3.0,4.0,5.0,3.0,2.0,2.5,3.0,2.0,2.375
  happy birthday cake clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodbirthdaycakesvg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a blue plastic bottle with a black lid,https://storage.yandexcloud.net/svg-images-first-pack/good1301724995svg.png,3.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,3.25
  a black and white drawing of a church,https://storage.yandexcloud.net/svg-images-first-pack/goodChurchsvg.png,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.5
  a cartoon drawing of trees with apples on them,https://storage.yandexcloud.net/svg-images-first-pack/goodAppleTreessvg.png,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.5
  a donut with chocolate icing on it,https://storage.yandexcloud.net/svg-images-first-pack/good1532282818svg.png,3.0,3.0,2.0,3.0,2.0,2.0,1.5,2.0,1.875
  calculator vector | price 1 credit usd $1,https://storage.yandexcloud.net/svg-images-first-pack/goodcalculatorsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a cartoon man with blue eyes and a blue shirt,https://storage.yandexcloud.net/svg-images-first-pack/goodcomicboysvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  two flowers with swirls and leaves on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1465846059svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a colorful cat head with flowers and leaves,https://storage.yandexcloud.net/svg-images-first-pack/goodAnthropomorphicFlowerPrismatic2svg.png,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
  pixel art of a woman with glasses,https://storage.yandexcloud.net/svg-images-first-pack/goodBeagleBrosFemale4svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a set of four hearts and a bone on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good15288467611svg.png,3.0,3.0,2.0,2.0,3.5,3.5,3.0,3.0,3.25
  a calculator on a dark background,https://storage.yandexcloud.net/svg-images-first-pack/good1366193941svg.png,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.5
  a cartoon man with headphones on his head,https://storage.yandexcloud.net/svg-images-first-pack/good7svg.png,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.25
  carrot clip art transparent,https://storage.yandexcloud.net/svg-images-first-pack/goodChrisdesignCarrotsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1535224605svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAcorn5svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a man carrying the earth on his shoulders,https://storage.yandexcloud.net/svg-images-first-pack/good1502732360svg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5
  a cartoon devil with a hat and a sword,https://storage.yandexcloud.net/svg-images-first-pack/good1430974424svg.png,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.75
  a candy cane icon on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodcandycanesvg.png,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,2.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodChurchSketchsvg.png,5.0,4.0,4.0,3.0,5.0,4.5,4.5,4.0,4.5
  a colorful logo with a snake and a snake head,https://storage.yandexcloud.net/svg-images-first-pack/goodAbstract3byMerlin2525svg.png,4.0,4.0,4.0,4.0,2.5,2.5,2.5,3.0,2.625
  hat clipart free clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousPimphatsvg.png,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
  a black and yellow padlock icon,https://storage.yandexcloud.net/svg-images-first-pack/good1520456808svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter202svg.png,3.0,3.0,3.0,4.0,3.5,3.5,3.5,4.0,3.625
  a fist made of red dots on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodColorfulFistCircles14svg.png,3.0,4.0,4.0,5.0,3.0,3.0,3.5,3.5,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodbivalvesvg.png,3.0,3.0,2.0,2.0,3.5,3.5,3.0,3.0,3.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCornerDecoration7svg.png,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.5
  an orange traffic sign with four squares,https://storage.yandexcloud.net/svg-images-first-pack/good3Dobjectsvg.png,5.0,5.0,5.0,5.0,3.0,3.5,3.5,4.5,3.625
  heart clip art free download,https://storage.yandexcloud.net/svg-images-first-pack/good1306013821svg.png,4.0,3.0,3.0,5.0,4.0,3.0,2.5,5.0,3.625
  a black grand piano with a black case,https://storage.yandexcloud.net/svg-images-first-pack/good1465240916svg.png,4.0,4.0,5.0,5.0,4.0,4.0,3.5,3.5,3.75
  a red and green waveform on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbannerairplesvg.png,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.5,3.375
  a black and white plate with fork and knife,https://storage.yandexcloud.net/svg-images-first-pack/good35HotelIconHasRestaurantsvg.png,5.0,4.0,4.0,4.0,3.0,3.5,4.5,3.5,3.625
  coffee cup clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodantontwCoffeecupsvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a poster with a ship on a blue background,https://storage.yandexcloud.net/svg-images-first-pack/good1551025288svg.png,5.0,4.0,3.0,3.0,4.5,4.0,3.5,3.5,3.875
  download rss reader for android,https://storage.yandexcloud.net/svg-images-first-pack/good1332694346svg.png,5.0,5.0,5.0,5.0,3.0,4.5,4.5,3.0,3.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCircularOrnament23svg.png,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.25
  a truck with a brick wall on the side,https://storage.yandexcloud.net/svg-images-first-pack/goodcamionpouletsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a white square with a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1298760517svg.png,2.0,3.0,3.0,2.0,1.5,3.0,3.0,3.5,2.75
  a colorful tower with numbers on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAlanSpeakHopscotchsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  an orange angel with wings and a smile,https://storage.yandexcloud.net/svg-images-first-pack/goodclem11angesvg.png,4.0,5.0,4.0,5.0,3.0,3.5,3.0,3.5,3.25
  the flag of the new zealand and the british flag,https://storage.yandexcloud.net/svg-images-first-pack/goodcksvg.png,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.25
  a yellow star with a red border,https://storage.yandexcloud.net/svg-images-first-pack/good1438012768svg.png,5.0,4.0,5.0,3.0,3.5,3.0,3.5,2.5,3.125
  a rainbow colored square with a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodColormapiconsvg.png,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0
  a cartoon peacock with colorful feathers,https://storage.yandexcloud.net/svg-images-first-pack/good1300095062svg.png,1.0,4.0,2.0,5.0,1.0,4.0,2.0,5.0,3.0
  monkey clipart vector image,https://storage.yandexcloud.net/svg-images-first-pack/good1445360858svg.png,1.0,3.0,4.0,5.0,3.0,4.0,4.5,5.0,4.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1532351938svg.png,2.0,1.0,3.0,2.0,3.0,1.5,2.5,2.0,2.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcatstretchedmazeonlinecasinosvg.png,1.0,4.0,2.0,3.0,3.0,2.5,1.5,2.0,2.25
  a black background with a white text on it,https://storage.yandexcloud.net/svg-images-first-pack/good1360004610svg.png,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
  a baseball player is swinging a bat,https://storage.yandexcloud.net/svg-images-first-pack/goodBASEBALLSPORT2010svg.png,1.0,4.0,2.0,5.0,1.0,2.5,1.5,3.0,2.0
